
itm_no_item|INVALID ITEM 
itm_lady_dress_sansa_style_7|淡 蓝 色 仕 女 连 衣 裙 
itm_lady_dress_sansa_style_7_pl|淡 蓝 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_1|红 米 双 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_1_pl|红 米 双 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_2|橙 米 双 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_2_pl|橙 米 双 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_3|翠 绿 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_3_pl|翠 绿 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_4|深 蓝 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_4_pl|深 蓝 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_5|淡 蓝 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_5_pl|淡 蓝 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_6|赤 红 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_6_pl|赤 红 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_7|翡 翠 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_7_pl|翡 翠 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_8|青 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_8_pl|青 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_9|海 洋 蓝 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_9_pl|海 洋 蓝 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_10|浅 灰 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_10_pl|浅 灰 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_11|罗 勒 色 仕 女 连 衣 裙 
itm_lady_dress_margaery_style_11_pl|罗 勒 色 仕 女 连 衣 裙 
itm_nobleman_outfit|贵 族 服 
itm_nobleman_outfit_pl|贵 族 服 
itm_leather_jacket|北 方 皮 夹 克 
itm_leather_jacket_pl|北 方 皮 夹 克 
itm_darkgreen_clothing1|深 绿 色 服 装 
itm_darkgreen_clothing1_pl|深 绿 色 服 装 
itm_leather_jacket_acok|部 落 勇 士 服 
itm_leather_jacket_acok_pl|部 落 勇 士 服 
itm_grey_clothing|灰 色 服 装 
itm_grey_clothing_pl|灰 色 服 装 
itm_bookseller_vest1|书 贩 皮 背 心 
itm_bookseller_vest1_pl|书 贩 皮 背 心 
itm_bookseller_vest2|书 贩 皮 背 心 
itm_bookseller_vest2_pl|书 贩 皮 背 心 
itm_robe|长 袍 
itm_robe_pl|长 袍 
itm_sarleon_clothing1|烈 狮 境 服 装 
itm_sarleon_clothing1_pl|烈 狮 境 服 装 
itm_sarleon_clothing2|烈 狮 境 带 徽 服 装 
itm_sarleon_clothing2_pl|烈 狮 境 带 徽 服 装 
itm_sarleon_clothing3|烈 狮 境 格 子 服 装 
itm_sarleon_clothing3_pl|烈 狮 境 格 子 服 装 
itm_tabard|短 袖 袍 
itm_tabard_pl|短 袖 袍 
itm_common_clothing2|平 民 服 装 
itm_common_clothing2_pl|平 民 服 装 
itm_merchant_outfit_2|商 人 外 衣 
itm_merchant_outfit_2_pl|商 人 外 衣 
itm_red_shirt|红 色 富 人 衬 衫 
itm_red_shirt_pl|红 色 富 人 衬 衫 
itm_red_tunic|红 色 短 袍 
itm_red_tunic_pl|红 色 短 袍 
itm_studded_leather_hauberk|覆 皮 镶 嵌 锁 子 甲 
itm_studded_leather_hauberk_pl|覆 皮 镶 嵌 锁 子 甲 
itm_sarleon_clothing4|平 民 格 子 服 装 
itm_sarleon_clothing4_pl|平 民 格 子 服 装 
itm_leather_coat|红 白 双 色 皮 背 心 
itm_leather_coat_pl|红 白 双 色 皮 背 心 
itm_leather02|棕 色 皮 背 心 
itm_leather02_pl|棕 色 皮 背 心 
itm_leather04|红 蓝 双 色 皮 甲 
itm_leather04_pl|红 蓝 双 色 皮 甲 
itm_leather_armor|皮 甲 
itm_leather_armor_pl|皮 甲 
itm_padded_leather|衬 垫 皮 甲 
itm_padded_leather_pl|衬 垫 皮 甲 
itm_leather07|皮 衬 华 服 
itm_leather07_pl|皮 衬 华 服 
itm_leather_sarleon|烈 狮 境 覆 皮 锁 子 甲 
itm_leather_sarleon_pl|烈 狮 境 覆 皮 锁 子 甲 
itm_padded_leather_brown|红 白 双 色 衬 垫 皮 甲 
itm_padded_leather_brown_pl|红 白 双 色 衬 垫 皮 甲 
itm_padded_striped_sar|烈 狮 境 衬 垫 皮 甲 
itm_padded_striped_sar_pl|烈 狮 境 衬 垫 皮 甲 
itm_ravenstern_clothing2|凛 鸦 境 服 装 
itm_ravenstern_clothing2_pl|凛 鸦 境 服 装 
itm_ravenstern_clothing1|凛 鸦 境 服 装 
itm_ravenstern_clothing1_pl|凛 鸦 境 服 装 
itm_ravenstern_clothing3|凛 鸦 境 带 徽 服 装 
itm_ravenstern_clothing3_pl|凛 鸦 境 带 徽 服 装 
itm_merchant_outfit|商 人 服 
itm_merchant_outfit_pl|商 人 服 
itm_blue_tunic|蓝 色 短 袍 
itm_blue_tunic_pl|蓝 色 短 袍 
itm_rawhide_coat|生 皮 外 套 
itm_rawhide_coat_pl|生 皮 外 套 
itm_fur_coat|毛 皮 外 套 
itm_fur_coat_pl|毛 皮 外 套 
itm_ragged_outfit|褶 皱 服 
itm_ragged_outfit_pl|褶 皱 服 
itm_tribal_warrior_outfit|部 落 勇 士 服 
itm_tribal_warrior_outfit_pl|部 落 勇 士 服 
itm_leather05|蓝 色 衬 垫 皮 甲 
itm_leather05_pl|蓝 色 衬 垫 皮 甲 
itm_leather06|蓝 白 双 色 衬 垫 皮 甲 
itm_leather06_pl|蓝 白 双 色 衬 垫 皮 甲 
itm_studded_leather_coat|钉 饰 皮 外 套 
itm_studded_leather_coat_pl|钉 饰 皮 外 套 
itm_noblefur_clothing1|贵 族 毛 皮 服 装 
itm_noblefur_clothing1_pl|贵 族 毛 皮 服 装 
itm_fur_clothing1|狼 毛 皮 衣 
itm_fur_clothing1_pl|狼 毛 皮 衣 
itm_fur_clothing2|轻 型 棕 色 毛 皮 服 装 
itm_fur_clothing2_pl|轻 型 棕 色 毛 皮 服 装 
itm_dshar_noble_clothing1|德 夏 贵 族 服 装 
itm_dshar_noble_clothing1_pl|德 夏 贵 族 服 装 
itm_dshar_clothing2|亮 色 德 夏 服 装 
itm_dshar_clothing2_pl|亮 色 德 夏 服 装 
itm_dshar_clothing1|德 夏 服 装 
itm_dshar_clothing1_pl|德 夏 服 装 
itm_nomad_vest|游 牧 背 心 
itm_nomad_vest_pl|游 牧 背 心 
itm_gold_purple_clothing1|金 紫 双 色 服 装 
itm_gold_purple_clothing1_pl|金 紫 双 色 服 装 
itm_noble_clothing2|绿 色 上 层 阶 级 服 装 
itm_noble_clothing2_pl|绿 色 上 层 阶 级 服 装 
itm_padded_cloth|棉 衬 袍 
itm_padded_cloth_pl|棉 衬 袍 
itm_steppe_armor|草 原 甲 
itm_steppe_armor_pl|草 原 甲 
itm_northern_clothing1|西 方 加 护 服 装 
itm_northern_clothing1_pl|西 方 加 护 服 装 
itm_nomad_robe|游 牧 长 袍 
itm_nomad_robe_pl|游 牧 长 袍 
itm_khergit_armor|德 夏 甲 
itm_khergit_armor_pl|德 夏 甲 
itm_nomad_armor|游 牧 甲 
itm_nomad_armor_pl|游 牧 甲 
itm_dshar_robe_c|棕 色 游 牧 长 袍 
itm_dshar_robe_c_pl|棕 色 游 牧 长 袍 
itm_dshar_robe_a|金 纹 游 牧 长 袍 
itm_dshar_robe_a_pl|金 纹 游 牧 长 袍 
itm_dshar_robe_d|金 纹 游 牧 长 袍 
itm_dshar_robe_d_pl|金 纹 游 牧 长 袍 
itm_dshar_armor_leather|德 夏 皮 衣 
itm_dshar_armor_leather_pl|德 夏 皮 衣 
itm_dshar_clothing_on_mail|南 方 锁 子 甲 长 袍 
itm_dshar_clothing_on_mail_pl|南 方 锁 子 甲 长 袍 
itm_dshar_clothing3|德 夏 条 纹 服 装 
itm_dshar_clothing3_pl|德 夏 条 纹 服 装 
itm_dshar_clothing4|德 夏 华 服 
itm_dshar_clothing4_pl|德 夏 华 服 
itm_fierdsvain_clothing1|菲 尔 兹 威 服 装 
itm_fierdsvain_clothing1_pl|菲 尔 兹 威 服 装 
itm_fierdsvain_clothing2|绿 色 菲 尔 兹 威 服 装 
itm_fierdsvain_clothing2_pl|绿 色 菲 尔 兹 威 服 装 
itm_clothing_scale_fierdsvain1|菲 尔 兹 威 锁 子 甲 服 
itm_clothing_scale_fierdsvain1_pl|菲 尔 兹 威 锁 子 甲 服 
itm_clothing_scale_fierdsvain3|菲 尔 兹 威 衬 垫 服 装 
itm_clothing_scale_fierdsvain3_pl|菲 尔 兹 威 衬 垫 服 装 
itm_common_clothing3|平 民 皮 外 套 
itm_common_clothing3_pl|平 民 皮 外 套 
itm_rich_outfit|华 服 
itm_rich_outfit_pl|华 服 
itm_green_tunic|绿 色 富 人 短 袍 
itm_green_tunic_pl|绿 色 富 人 短 袍 
itm_fierdsvain_clothing3|凛 鸦 境 服 装 
itm_fierdsvain_clothing3_pl|凛 鸦 境 服 装 
itm_aketon_green|棉 衬 袍 
itm_aketon_green_pl|棉 衬 袍 
itm_leather_jerkin|皮 制 短 衣 
itm_leather_jerkin_pl|皮 制 短 衣 
itm_clan_leather_fier|菲 尔 兹 威 部 族 皮 衣 
itm_clan_leather_fier_pl|菲 尔 兹 威 部 族 皮 衣 
itm_padded_tunic_1|衬 垫 短 袍 
itm_padded_tunic_1_pl|衬 垫 短 袍 
itm_padded_tunic_2|菲 尔 兹 威 衬 垫 皮 衣 
itm_padded_tunic_2_pl|菲 尔 兹 威 衬 垫 皮 衣 
itm_padded_tunic_3|菲 尔 兹 威 衬 垫 皮 衣 
itm_padded_tunic_3_pl|菲 尔 兹 威 衬 垫 皮 衣 
itm_padded_tunic_4|菲 尔 兹 威 衬 垫 皮 衣 
itm_padded_tunic_4_pl|菲 尔 兹 威 衬 垫 皮 衣 
itm_clothing_empire_citizen|帝 国 公 民 服 装 
itm_clothing_empire_citizen_pl|帝 国 公 民 服 装 
itm_empire_buckled_leather|帝 国 带 扣 皮 衣 
itm_empire_buckled_leather_pl|帝 国 带 扣 皮 衣 
itm_tabard_padded1|褐 黄 色 衬 垫 短 袖 袍 
itm_tabard_padded1_pl|褐 黄 色 衬 垫 短 袖 袍 
itm_short_tunic|富 人 短 袍 
itm_short_tunic_pl|富 人 短 袍 
itm_shirt|橄 榄 色 衬 衫
itm_shirt_pl|橄 榄 色 衬 衫
itm_linen_tunic|亚 麻 短 袍 
itm_linen_tunic_pl|亚 麻 短 袍 
itm_common_clothing4|商 人 服 装 
itm_common_clothing4_pl|商 人 服 装 
itm_common_clothing1|平 民 服 装 
itm_common_clothing1_pl|平 民 服 装 
itm_empire_padded_shirt|帝 国 衬 垫 外 衣 
itm_empire_padded_shirt_pl|帝 国 衬 垫 外 衣 
itm_empire_leather_vest|帝 国 皮 背 心 
itm_empire_leather_vest_pl|帝 国 皮 背 心 
itm_tabard_worn_red|破 旧 红 色 战 袍 
itm_tabard_worn_red_pl|破 旧 红 色 战 袍 
itm_empire_leather_on_fabric|帝 国 皮 背 心 
itm_empire_leather_on_fabric_pl|帝 国 皮 背 心 
itm_empire_leather_jacket|帝 国 皮 夹 克 
itm_empire_leather_jacket_pl|帝 国 皮 夹 克 
itm_common_clothing5|平 民 皮 外 套 
itm_common_clothing5_pl|平 民 皮 外 套 
itm_leather_vest|皮 背 心 
itm_leather_vest_pl|皮 背 心 
itm_gambeson|软 甲 
itm_gambeson_pl|软 甲 
itm_blue_gambeson|蓝 色 软 甲 
itm_blue_gambeson_pl|蓝 色 软 甲 
itm_red_gambeson|红 色 软 甲 
itm_red_gambeson_pl|红 色 软 甲 
itm_travel_clothing1|平 民 旅 行 服 
itm_travel_clothing1_pl|平 民 旅 行 服 
itm_coarse_tunic|背 心 短 袍 
itm_coarse_tunic_pl|背 心 短 袍 
itm_leather_coat_dark|黑 色 皮 背 心 
itm_leather_coat_dark_pl|黑 色 皮 背 心 
itm_travel_clothing_green|平 民 绿 色 旅 行 服 
itm_travel_clothing_green_pl|平 民 绿 色 旅 行 服 
itm_leather01|暗 冷 杉 色 皮 甲 
itm_leather01_pl|暗 冷 杉 色 皮 甲 
itm_leather03|绿 色 衬 垫 皮 甲 
itm_leather03_pl|绿 色 衬 垫 皮 甲 
itm_light_leather|轻 皮 甲 
itm_light_leather_pl|轻 皮 甲 
itm_leather08|棕 色 衬 垫 皮 甲 
itm_leather08_pl|棕 色 衬 垫 皮 甲 
itm_lamellar_plate_01|部 族 护 甲 
itm_lamellar_plate_01_pl|部 族 护 甲 
itm_noble_clothing1|贵 族 服 装 
itm_noble_clothing1_pl|贵 族 服 装 
itm_noble_clothing3|贵 族 服 装 
itm_noble_clothing3_pl|贵 族 服 装 
itm_leather_lady1|精 制 皮 甲 
itm_leather_lady1_pl|精 制 皮 甲 
itm_white_gambeson_d|白 色 衬 垫 皮 甲 
itm_white_gambeson_d_pl|白 色 衬 垫 皮 甲 
itm_heavy_leather|重 型 皮 甲 
itm_heavy_leather_pl|重 型 皮 甲 
itm_leather_apron|皮 围 裙 
itm_leather_apron_pl|皮 围 裙 
itm_noldor_clothing_1|诺 多 服 装 
itm_noldor_clothing_1_pl|诺 多 服 装 
itm_noldor_clothing_2|诺 多 贵 族 服 装 
itm_noldor_clothing_2_pl|诺 多 贵 族 服 装 
itm_dshar_robe_assassin|德 夏 刺 客 长 袍 
itm_dshar_robe_assassin_pl|德 夏 刺 客 长 袍 
itm_lamellar_vest|鳞 甲 背 心 
itm_lamellar_vest_pl|鳞 甲 背 心 
itm_byrnie|链 铠 
itm_byrnie_pl|链 铠 
itm_haubergeon|短 锁 子 甲 
itm_haubergeon_pl|短 锁 子 甲 
itm_brigandine_red|红 色 板 甲 衣  
itm_brigandine_red_pl|红 色 板 甲 衣  
itm_hera_brigandine_b|纹 章 板 甲 衣 
itm_hera_brigandine_b_pl|纹 章 板 甲 衣 
itm_plate_brig_armor|黑 色 板 甲 衣 
itm_plate_brig_armor_pl|黑 色 板 甲 衣 
itm_plate_brig_armor_cape|带 披 风 黑 色 板 甲 衣  
itm_plate_brig_armor_cape_pl|带 披 风 黑 色 板 甲 衣  
itm_hera_brig_plate_black|纹 章 板 甲 衣 
itm_hera_brig_plate_black_pl|纹 章 板 甲 衣 
itm_lamellar_armor|札 甲 背 心 锁 子 甲 
itm_lamellar_armor_pl|札 甲 背 心 锁 子 甲 
itm_scale_armor|鳞 甲 
itm_scale_armor_pl|鳞 甲 
itm_banded_armor|钉 饰 覆 皮 锁 子 甲 
itm_banded_armor_pl|钉 饰 覆 皮 锁 子 甲 
itm_cuir_bouilli|加 硬 皮 甲 
itm_cuir_bouilli_pl|加 硬 皮 甲 
itm_hera_cuir_bouilli_a|纹 章 加 硬 覆 皮 锁 子 甲 
itm_hera_cuir_bouilli_a_pl|纹 章 加 硬 覆 皮 锁 子 甲 
itm_coat_of_plates|板 甲 衣 
itm_coat_of_plates_pl|板 甲 衣 
itm_coat_of_plates_red|板 甲 衣 
itm_coat_of_plates_red_pl|板 甲 衣 
itm_dark_byrnie|深 色 链 铠 
itm_dark_byrnie_pl|深 色 链 铠 
itm_dark_reinf_jerkin|深 色 钉 饰 锁 子 甲 外 套 
itm_dark_reinf_jerkin_pl|深 色 钉 饰 锁 子 甲 外 套 
itm_dark_chain_armor|深 色 覆 皮 锁 子 甲 
itm_dark_chain_armor_pl|深 色 覆 皮 锁 子 甲
itm_coatplates|凡 斯 凯 瑞 覆 皮 札 锁 甲 
itm_coatplates_pl|凡 斯 凯 瑞 覆 皮 札 锁 甲 
itm_mail_archer_hauberk|弓 箭 手 覆 皮 锁 子 甲 
itm_mail_archer_hauberk_pl|弓 箭 手 覆 皮 锁 子 甲 
itm_plate_harness_yellow|黄 色 覆 袍 板 甲 
itm_plate_harness_yellow_pl|黄 色 覆 袍 板 甲 
itm_breastplate_on_plain|衬 垫 胸 甲 
itm_breastplate_on_plain_pl|衬 垫 胸 甲 
itm_tunic_padded1|棕 色 衬 垫 轻 型 短 袍 
itm_tunic_padded1_pl|棕 色 衬 垫 轻 型 短 袍 
itm_squire_outfit_northern1|北 方 扈 从 外 套 
itm_squire_outfit_northern1_pl|北 方 扈 从 外 套 
itm_dark_std_lthr_coat|深 色 钉 饰 覆 皮 锁 子 甲 
itm_dark_std_lthr_coat_pl|深 色 钉 饰 覆 皮 锁 子 甲 
itm_surcoat_brown_padded|棕 色 衬 垫 罩 袍 
itm_surcoat_brown_padded_pl|棕 色 衬 垫 罩 袍 
itm_tunic_padded2|衬 垫 短 袍 
itm_tunic_padded2_pl|衬 垫 短 袍 
itm_monk_robe_padded|黑 白 双 色 衬 垫 短 袍 
itm_monk_robe_padded_pl|黑 白 双 色 衬 垫 短 袍 
itm_sellsword_armor|覆 皮 锁 子 甲 短 袍 
itm_sellsword_armor_pl|覆 皮 锁 子 甲 短 袍 
itm_breastplate_mail_1|覆 板 护 胸 锁 子 甲 
itm_breastplate_mail_1_pl|覆 板 护 胸 锁 子 甲 
itm_breastplate_mail_1_cape|带 披 风 覆 板 护 胸 锁 子 甲 
itm_breastplate_mail_1_cape_pl|带 披 风 覆 板 护 胸 锁 子 甲 
itm_breastplate_mail_2|重 型 覆 板 护 胸 锁 子 甲 
itm_breastplate_mail_2_pl|重 型 覆 板 护 胸 锁 子 甲 
itm_plate_armor_northern1|北 方 板 甲 
itm_plate_armor_northern1_pl|北 方 板 甲 
itm_breastplate_mail_gold_ornate|金 饰 重 型 胸 甲 
itm_breastplate_mail_gold_ornate_pl|金 饰 重 型 胸 甲 
itm_burnished_heavy_armor|抛 光 重 型 板 甲 
itm_burnished_heavy_armor_pl|抛 光 重 型 板 甲 
itm_griffon_plate|狮 鹫 骑 士 板 甲 
itm_griffon_plate_pl|狮 鹫 骑 士 板 甲 
itm_griffon_plate_cape|带 披 风 狮 鹫 骑 士 板 甲 
itm_griffon_plate_cape_pl|带 披 风 狮 鹫 骑 士 板 甲 
itm_plate_armor|华 丽 重 型 板 甲 
itm_plate_armor_pl|华 丽 重 型 板 甲 
itm_plate_armor_polished1|抛 光 重 型 板 甲 
itm_plate_armor_polished1_pl|抛 光 重 型 板 甲 
itm_plate_armor_polished1_cape|带 披 风 抛 光 重 型 板 甲 
itm_plate_armor_polished1_cape_pl|带 披 风 抛 光 重 型 板 甲 
itm_plate_madame_light|德 夏 重 型 板 甲 
itm_plate_madame_light_pl|德 夏 重 型 板 甲 
itm_dawn_plate|黎 明 骑 士 重 型 板 甲 
itm_dawn_plate_pl|黎 明 骑 士 重 型 板 甲 
itm_dawn_plate_cape|带 披 风 黎 明 骑 士 重 型 板 甲 
itm_dawn_plate_cape_pl|带 披 风 黎 明 骑 士 重 型 板 甲 
itm_pendor_ornate_armor|潘 德 华 丽 板 甲 
itm_pendor_ornate_armor_pl|潘 德 华 丽 板 甲 
itm_pendor_ornate_armor_cape|带 披 风 潘 德 华 丽 板 甲 
itm_pendor_ornate_armor_cape_pl|带 披 风 潘 德 华 丽 板 甲 
itm_plate_studded_pauldron|钉 饰 覆 皮 重 型 板 甲 
itm_plate_studded_pauldron_pl|钉 饰 覆 皮 重 型 板 甲 
itm_plate_studded_pauldron_cape|带 披 风 钉 饰 覆 皮 重 型 板 甲 
itm_plate_studded_pauldron_cape_pl|带 披 风 钉 饰 覆 皮 重 型 板 甲 
itm_marleons_plate_normal|狮 湖 城 重 型 板 甲 
itm_marleons_plate_normal_pl|狮 湖 城 重 型 板 甲 
itm_imperial_armor|帝 国 重 型 胸 甲 
itm_imperial_armor_pl|帝 国 重 型 胸 甲 
itm_immortal_armor|不 朽 者 甲 
itm_immortal_armor_pl|不 朽 者 甲 
itm_coat_plates_black|黑 色 板 甲 衣 
itm_coat_plates_black_pl|黑 色 板 甲 衣 
itm_coat_plates_blue|蓝 色 板 甲 衣 
itm_coat_plates_blue_pl|蓝 色 板 甲 衣 
itm_coat_plates_green|绿 色 板 甲 衣 
itm_coat_plates_green_pl|绿 色 板 甲 衣 
itm_coat_plates_red|红 色 板 甲 衣 
itm_coat_plates_red_pl|红 色 板 甲 衣 
itm_coat_plates_yellow|黄 色 板 甲 衣 
itm_coat_plates_yellow_pl|黄 色 板 甲 衣 
itm_platemail_harness_whitegreen|西 方 重 型 板 甲 
itm_platemail_harness_whitegreen_pl|西 方 重 型 板 甲 
itm_red_platemail|红 色 带 甲 裙 重 型 板 甲 
itm_red_platemail_pl|红 色 带 甲 裙 重 型 板 甲 
itm_red_platemail_cape|带 披 风 红 色 带 甲 裙 重 型 板 甲 
itm_red_platemail_cape_pl|带 披 风 红 色 带 甲 裙 重 型 板 甲 
itm_dark_blue_platemail|深 蓝 色 带 甲 裙 重 型 板 甲 
itm_dark_blue_platemail_pl|深 蓝 色 带 甲 裙 重 型 板 甲 
itm_dark_blue_platemail_cape|带 披 风 深 蓝 色 带 甲 裙 重 型 板 甲 
itm_dark_blue_platemail_cape_pl|带 披 风 深 蓝 色 带 甲 裙 重 型 板 甲 
itm_plate_harness_dragon|龙 战 士 重 型 板 甲 
itm_plate_harness_dragon_pl|龙 战 士 重 型 板 甲 
itm_plate_harness_dragon_cape|带 披 风 龙 战 士 重 型 板 甲 
itm_plate_harness_dragon_cape_pl|带 披 风 龙 战 士 重 型 板 甲 
itm_plate_harness_green|绿 色 重 型 板 甲 
itm_plate_harness_green_pl|绿 色 重 型 板 甲 
itm_plate_harness_white|白 色 重 型 板 甲 
itm_plate_harness_white_pl|白 色 重 型 板 甲 
itm_plate_harness_white_cape|带 披 风 白 色 重 型 板 甲 
itm_plate_harness_white_cape_pl|带 披 风 白 色 重 型 板 甲 
itm_plate_harness_unicorn|独 角 兽 重 型 板 甲 
itm_plate_harness_unicorn_pl|独 角 兽 重 型 板 甲 
itm_plate_harness_unicorn_cape|带 披 风 独 角 兽 重 型 板 甲 
itm_plate_harness_unicorn_cape_pl|带 披 风 独 角 兽 重 型 板 甲 
itm_marleons_plate_ornate|狮 湖 城 华 丽 板 甲 
itm_marleons_plate_ornate_pl|狮 湖 城 华 丽 板 甲 
itm_marleons_plate_ornate_cape|带 披 风 狮 湖 城 华 丽 板 甲 
itm_marleons_plate_ornate_cape_pl|带 披 风 狮 湖 城 华 丽 板 甲 
itm_pendor_old_harness|潘 德 重 型 板 甲 
itm_pendor_old_harness_pl|潘 德 重 型 板 甲 
itm_pendor_old_harness_cape|带 披 风 潘 德 重 型 板 甲 
itm_pendor_old_harness_cape_pl|带 披 风 潘 德 重 型 板 甲 
itm_heraldic_harness|纹 章 重 型 板 甲 
itm_heraldic_harness_pl|纹 章 重 型 板 甲 
itm_royal_platemail|皇 室 重 型 板 甲 
itm_royal_platemail_pl|皇 室 重 型 板 甲 
itm_breastplate_mail_falcon|金 色 女 武 神 重 型 板 甲 
itm_breastplate_mail_falcon_pl|金 色 女 武 神 重 型 板 甲 
itm_ebony_gauntlet_armor|乌 木 骑 士 重 型 板 甲 
itm_ebony_gauntlet_armor_pl|乌 木 骑 士 重 型 板 甲 
itm_plate_armor_pendor1|潘 德 骑 士 板 甲 
itm_plate_armor_pendor1_pl|潘 德 骑 士 板 甲 
itm_plate_armor_pendor1_cape|带 披 风 潘 德 骑 士 板 甲 
itm_plate_armor_pendor1_cape_pl|带 披 风 潘 德 骑 士 板 甲 
itm_heraldic_plate|华 丽 纹 章 重 型 板 甲 
itm_heraldic_plate_pl|华 丽 纹 章 重 型 板 甲 
itm_pendor_old_armor|潘 德 重 型 板 甲 
itm_pendor_old_armor_pl|潘 德 重 型 板 甲 
itm_pendor_old_armor_cape|带 披 风 潘 德 重 型 板 甲 
itm_pendor_old_armor_cape_pl|带 披 风 潘 德 重 型 板 甲 
itm_plate_madame_azure|天 蓝 板 甲 
itm_plate_madame_azure_pl|天 蓝 板 甲 
itm_plate_madame_azure_cape|带 披 风 天 蓝 板 甲 
itm_plate_madame_azure_cape_pl|带 披 风 天 蓝 板 甲 
itm_breastplate_mail_silver_ornate|华 丽 银 板 甲 
itm_breastplate_mail_silver_ornate_pl|华 丽 银 板 甲 
itm_breastplate_mail_silver_ornate_cape|带 披 风 华 丽 银 板 甲 
itm_breastplate_mail_silver_ornate_cape_pl|带 披 风 华 丽 银 板 甲 
itm_mett_plate|梅 滕 海 姆 板 甲 
itm_mett_plate_pl|梅 滕 海 姆 板 甲 
itm_mett_plate_cape|带 披 风 梅 滕 海 姆 板 甲 
itm_mett_plate_cape_pl|带 披 风 梅 滕 海 姆 板 甲 
itm_full_plate_armor|全 身 板 甲 
itm_full_plate_armor_pl|全 身 板 甲 
itm_ebony_platemail|乌 木 骑 士 带 甲 裙 重 型 板 甲 
itm_ebony_platemail_pl|乌 木 骑 士 带 甲 裙 重 型 板 甲 
itm_ebony_platemail_cape|带 披 风 乌 木 骑 士 带 甲 裙 重 型 板 甲 
itm_ebony_platemail_cape_pl|带 披 风 乌 木 骑 士 带 甲 裙 重 型 板 甲 
itm_forlorn_plate|决 死 队 重 型 板 甲 
itm_forlorn_plate_pl|决 死 队 重 型 板 甲 
itm_griffon_captain_armor|狮 鹫 骑 士 长 板 甲 
itm_griffon_captain_armor_pl|狮 鹫 骑 士 长 板 甲 
itm_griffon_captain_armor_cape_black|黑 披 风 狮 鹫 骑 士 长 板 甲 
itm_griffon_captain_armor_cape_black_pl|黑 披 风 狮 鹫 骑 士 长 板 甲 
itm_griffon_captain_armor_cape_white|白 披 风 狮 鹫 骑 士 长 板 甲 
itm_griffon_captain_armor_cape_white_pl|白 披 风 狮 鹫 骑 士 长 板 甲 
itm_griffon_grandmaster_armor|狮 鹫 骑 士 大 团 长 板 甲 
itm_griffon_grandmaster_armor_pl|狮 鹫 骑 士 大 团 长 板 甲 
itm_griffon_grandmaster_armor_cape|带 披 风 狮 鹫 骑 士 大 团 长 板 甲 
itm_griffon_grandmaster_armor_cape_pl|带 披 风 狮 鹫 骑 士 大 团 长 板 甲 
itm_platemail_kraken|克 拉 肯 带 甲 裙 重 型 板 甲 
itm_platemail_kraken_pl|克 拉 肯 带 甲 裙 重 型 板 甲 
itm_platemail_26_kraken|克 拉 肯 重 型 板 甲 衣 
itm_platemail_26_kraken_pl|克 拉 肯 重 型 板 甲 衣 
itm_platemail_26_red|红 色 重 型 板 甲 衣 
itm_platemail_26_red_pl|红 色 重 型 板 甲 衣 
itm_platemail_26_blue|蓝 色 重 型 板 甲 衣 
itm_platemail_26_blue_pl|蓝 色 重 型 板 甲 衣 
itm_platemail_26_whiteblack|黑 白 双 色 重 型 板 甲 衣 
itm_platemail_26_whiteblack_pl|黑 白 双 色 重 型 板 甲 衣 
itm_platemail_26_goldpurple|金 紫 双 色 重 型 板 甲 衣 
itm_platemail_26_goldpurple_pl|金 紫 双 色 重 型 板 甲 衣 
itm_platemail_26_bluegrey|蓝 灰 双 色 重 型 板 甲 衣 
itm_platemail_26_bluegrey_pl|蓝 灰 双 色 重 型 板 甲 衣 
itm_dread_armor|恐 惧 军 团 甲 
itm_dread_armor_pl|恐 惧 军 团 甲 
itm_demonplate|恶 魔 板 甲 
